campaign,run,date,model,recipe,seed,fold,epochs,split,n,CD,CV,HEX,mean,ci_low,ci_high,reference,status,verdict,path
convnext_20260911,quality_patches,2026-09-12,convnext_tiny,91baf8507f2d,123,,/12,val892,892,6.807797742109764,11.931549257017094,9.977303015152819,9.57221667142656,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/convnext_20260911/quality_patches
convnext_20260911,whole_huber,2026-09-12,convnext_tiny,b323211dbbea,123,,/20,val892,892,6.539712650828178,12.140774879256522,10.14860363587143,9.60969705531871,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/convnext_20260911/whole_huber
convnext_20260911,whole_relative,2026-09-12,convnext_tiny,857431e841bc,123,,/20,val892,892,6.594837066848762,11.92162712403443,10.108764182637588,9.541742791173592,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/convnext_20260911/whole_relative
detector_20260913,S2 detector CD readout (winfocus),2026-09-13,heatmap U-Net (ConvNeXt-V2-Nano encoder) + Voronoi readout in focus-chosen 538x408 window,,,,,val892,892,,,,10.14,,,,gate failed,"CD MAPE only (scaled 10.14, raw 10.35, log-corr 0.65) vs CNN OOF CD 6.32; ridge stack with the CNN 6.37 vs 6.32. Region emulation costs <1 point; the loss is transfer from 19 one-series overlays.",results/detector_20260913/s2
long_training_20260912_40ep,fold0,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,51b39d7b5107,123,0,40/40,fold-0/5,1802,6.429580615366889,9.988139615024151,9.856538278036822,8.758086169475954,,,,done,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0
long_training_20260912_40ep,fold0 epoch 12 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,0,12,fold-0/5,,6.408942051748678,9.980982049837781,9.85030087804237,8.746741659876276,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0/checkpoint_scores.json
long_training_20260912_40ep,fold0 epoch 20 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,0,20,fold-0/5,,6.438378900174889,9.98075562771562,9.863878854200472,8.761004460696993,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0/checkpoint_scores.json
long_training_20260912_40ep,fold0 epoch 32 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,0,32,fold-0/5,,6.448430322981504,10.02071561205996,9.90203126195919,8.790392399000218,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0/checkpoint_scores.json
long_training_20260912_40ep,fold0 epoch 40 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,0,40,fold-0/5,,6.464485082973814,10.044224501919391,9.940702889848222,8.816470824913809,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0/checkpoint_scores.json
long_training_20260912_40ep,fold0 epoch 8 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,0,8,fold-0/5,,6.382591542495627,10.004345080782608,9.83414256750589,8.740359730261375,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold0/checkpoint_scores.json
long_training_20260912_40ep,fold1,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,51b39d7b5107,123,1,40/40,fold-1/5,1783,6.0837023701774005,10.159769929317006,9.661259156083227,8.634910485192544,,,,done,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1
long_training_20260912_40ep,fold1 epoch 12 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,1,12,fold-1/5,,6.070820421024993,10.12349885806012,9.656471202850398,8.61693016064517,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1/checkpoint_scores.json
long_training_20260912_40ep,fold1 epoch 20 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,1,20,fold-1/5,,6.067675910723297,10.162423328327398,9.653420565632246,8.627839934894313,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1/checkpoint_scores.json
long_training_20260912_40ep,fold1 epoch 32 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,1,32,fold-1/5,,6.056379143689354,10.18604392877972,9.640552747242838,8.627658606570636,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1/checkpoint_scores.json
long_training_20260912_40ep,fold1 epoch 40 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,1,40,fold-1/5,,6.061524401037172,10.214962410016097,9.645793988362131,8.6407602664718,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1/checkpoint_scores.json
long_training_20260912_40ep,fold1 epoch 8 [flips],2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,1,8,fold-1/5,,6.084344674883528,10.091118487604799,9.701018787930018,8.625493983472781,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/fold1/checkpoint_scores.json
long_training_20260912_40ep,"epoch 12, both folds [flips]",2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,,12,oof2fold,3585,6.240777198430123,10.051862787209371,9.753899635615419,8.682179873751638,,,epoch 8 (primary comparison),computed,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/comparison.json
long_training_20260912_40ep,"epoch 20, both folds [flips]",2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,,20,oof2fold,3585,6.25400974970355,10.071108052945918,9.759207365878119,8.694775056175862,,,epoch 8 (primary comparison),computed,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/comparison.json
long_training_20260912_40ep,"epoch 32, both folds [flips]",2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,,32,oof2fold,3585,6.253443632035319,10.10294165730333,9.771984911359441,8.709456733566029,,,epoch 8 (primary comparison),computed,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/comparison.json
long_training_20260912_40ep,"epoch 40, both folds [flips]",2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,,40,oof2fold,3585,6.2640725737052785,10.129141024061866,9.794029907254089,8.72908116834041,,,epoch 8 (primary comparison),computed,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/comparison.json
long_training_20260912_40ep,"epoch 8, both folds [flips]",2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,,123,,8,oof2fold,3585,6.234258445313785,10.047501838078416,9.767933484533836,8.683231255975345,,,epoch 8 (primary comparison),computed,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/long_training_20260912_40ep/comparison.json
night_20260912,fold0,2026-09-12,convnext_tiny,15a737e6d275,123,0,12/12,fold-0/5,1802,6.374235180228832,10.226096354918628,10.12175448531864,8.907362006822034,,,,done,,results/night_20260912/fold0
night_20260912,fold0 [best+flips],2026-09-12,,,,,10,fold-0/5,1802,6.357598343605588,10.175744950000448,10.107009330857569,8.880117541487868,,,,scored,,results/night_20260912/oof/fold0_best_flips.json
night_20260912,fold0 [best+none],2026-09-12,,,,,10,fold-0/5,1802,6.374142763564562,10.226080912087808,10.121733867941751,8.90731918119804,,,,scored,,results/night_20260912/oof/fold0_best_none.json
night_20260912,fold0 [last+flips],2026-09-12,,,,,12,fold-0/5,1802,6.412062003376281,10.17711110433686,10.102930588227704,8.897367898646948,,,,scored,,results/night_20260912/oof/fold0_last_flips.json
night_20260912,fold0 [last+none],2026-09-12,,,,,12,fold-0/5,1802,6.413723017382855,10.236776492472224,10.123374788496827,8.924624766117303,,,,scored,,results/night_20260912/oof/fold0_last_none.json
night_20260912,v2fold0,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,0,8/8,fold-0/5,1802,6.3826376375756775,10.053833402581564,9.860064756176023,8.765511932111087,,,,done,,results/night_20260912/v2fold0
night_20260912,v2fold0 [last+flips],2026-09-12,,,,,8,fold-0/5,1802,6.364891754835544,10.042767072937231,9.84126043389966,8.749639753890811,,,,scored,,results/night_20260912/oof/v2fold0_last_flips.json
night_20260912,v2fold0 [last+none],2026-09-12,,,,,8,fold-0/5,1802,6.382739441188185,10.053816432173377,9.860054534389912,8.765536802583824,,,,scored,,results/night_20260912/oof/v2fold0_last_none.json
night_20260912,v2fold0_s42 [last+flips],2026-09-12,,,,,8,fold-0/5,1802,9.094082682925105,11.434831491549197,10.856166039241552,10.461693404571951,,,,scored,seeds correlate 0.994; a two-seed ensemble gains 0.02; nothing to average [do not rerun],results/night_20260912/oof/v2fold0_s42_last_flips.json
night_20260912,v2fold0_s42_clip,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,3d0a0855a2bd,42,0,8/8,fold-0/5,1802,6.376601432050941,10.022323351507788,9.860558993933376,8.753161259164036,,,,done,seeds correlate 0.994; a two-seed ensemble gains 0.02; nothing to average [do not rerun],results/night_20260912/v2fold0_s42_clip
night_20260912,v2fold0_s42_clip [last+flips],2026-09-12,,,,,8,fold-0/5,1802,6.3221584856051845,9.99144422752678,9.845393252042385,8.719665321724783,,,,scored,seeds correlate 0.994; a two-seed ensemble gains 0.02; nothing to average [do not rerun],results/night_20260912/oof/v2fold0_s42clip_last_flips.json
night_20260912,fold1,2026-09-12,convnext_tiny,15a737e6d275,123,1,12/12,fold-1/5,1783,6.160322193372987,10.116579740958533,10.048963772797196,8.775288569042905,,,,done,,results/night_20260912/fold1
night_20260912,fold1 [best+flips],2026-09-12,,,,,9,fold-1/5,1783,6.101912556341951,10.080769857908361,10.037408214380358,8.740030209543557,,,,scored,,results/night_20260912/oof/fold1_best_flips.json
night_20260912,fold1 [best+none],2026-09-12,,,,,9,fold-1/5,1783,6.1602538639005235,10.11657985667339,10.048893375681022,8.775242365418311,,,,scored,,results/night_20260912/oof/fold1_best_none.json
night_20260912,fold1 [last+flips],2026-09-12,,,,,12,fold-1/5,1783,6.124807795264807,10.131865388764018,10.025812966129187,8.760828716719336,,,,scored,,results/night_20260912/oof/fold1_last_flips.json
night_20260912,fold1 [last+none],2026-09-12,,,,,12,fold-1/5,1783,6.193604429560782,10.179858598426568,10.042403523759754,8.805288850582366,,,,scored,,results/night_20260912/oof/fold1_last_none.json
night_20260912,v2fold1,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,1,8/8,fold-1/5,1783,6.081594254321637,10.1589445302027,9.712043133678419,8.650860639400918,,,,done,,results/night_20260912/v2fold1
night_20260912,v2fold1 [last+flips],2026-09-12,,,,,8,fold-1/5,1783,6.0693681963192265,10.12460468012437,9.7225634168224,8.638845431088665,,,,scored,,results/night_20260912/oof/v2fold1_last_flips.json
night_20260912,v2fold1 [last+none],2026-09-12,,,,,8,fold-1/5,1783,6.08151044512221,10.158919985491556,9.712054127684844,8.650828186099536,,,,scored,,results/night_20260912/oof/v2fold1_last_none.json
night_20260912,fold2,2026-09-12,convnext_tiny,15a737e6d275,123,2,12/12,fold-2/5,1802,6.901678555481969,11.091503451623995,10.4993690654668,9.497517024190921,,,,done,,results/night_20260912/fold2
night_20260912,fold2 [best+flips],2026-09-12,,,,,9,fold-2/5,1802,6.8861190528369844,11.10098583563131,10.502111569440126,9.496405485969474,,,,scored,,results/night_20260912/oof/fold2_best_flips.json
night_20260912,fold2 [best+none],2026-09-12,,,,,9,fold-2/5,1802,6.901701844377533,11.091432640453316,10.499351438203652,9.497495307678166,,,,scored,,results/night_20260912/oof/fold2_best_none.json
night_20260912,fold2 [last+flips],2026-09-12,,,,,12,fold-2/5,1802,6.883928439461665,11.159957444477444,10.511048333789509,9.518311405909538,,,,scored,,results/night_20260912/oof/fold2_last_flips.json
night_20260912,fold2 [last+none],2026-09-12,,,,,12,fold-2/5,1802,6.916915546895743,11.164525566644802,10.52536818898861,9.535603100843053,,,,scored,,results/night_20260912/oof/fold2_last_none.json
night_20260912,v2fold2,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,2,8/8,fold-2/5,1802,6.970806153790381,11.014165089817343,10.176890371717223,9.387287205108315,,,,done,,results/night_20260912/v2fold2
night_20260912,v2fold2 [last+flips],2026-09-12,,,,,8,fold-2/5,1802,6.9430483184800185,11.052846444579162,10.224912762224633,9.406935841761271,,,,scored,,results/night_20260912/oof/v2fold2_last_flips.json
night_20260912,v2fold2 [last+none],2026-09-12,,,,,8,fold-2/5,1802,6.94998582030258,11.045691021722417,10.198403621428815,9.398026821151271,,,,scored,,results/night_20260912/oof/v2fold2_last_none.json
night_20260912,fold3,2026-09-12,convnext_tiny,15a737e6d275,123,3,12/12,fold-3/5,1788,5.998871175381109,10.073871962781986,10.218297731776717,8.763680289979938,,,,done,,results/night_20260912/fold3
night_20260912,fold3 [best+flips],2026-09-12,,,,,10,fold-3/5,1788,5.9893615198853,10.030246104072255,10.196934189605349,8.738847271187636,,,,scored,,results/night_20260912/oof/fold3_best_flips.json
night_20260912,fold3 [best+none],2026-09-12,,,,,10,fold-3/5,1788,5.9989006124654285,10.073896004803343,10.21829847090611,8.763698362724961,,,,scored,,results/night_20260912/oof/fold3_best_none.json
night_20260912,fold3 [last+flips],2026-09-12,,,,,12,fold-3/5,1788,6.004147092677157,10.04383503154382,10.193090487204234,8.747024203808403,,,,scored,,results/night_20260912/oof/fold3_last_flips.json
night_20260912,fold3 [last+none],2026-09-12,,,,,12,fold-3/5,1788,6.020062230651738,10.107869085289042,10.211590621461358,8.779840645800713,,,,scored,,results/night_20260912/oof/fold3_last_none.json
night_20260912,v2fold3,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,3,8/8,fold-3/5,1788,5.973881207723802,10.001507168754449,9.836902379723886,8.604096918734045,,,,done,,results/night_20260912/v2fold3
night_20260912,v2fold3 [last+flips],2026-09-12,,,,,8,fold-3/5,1788,5.974910222808536,10.002733986281667,9.86425198522763,8.613965398105945,,,,scored,,results/night_20260912/oof/v2fold3_last_flips.json
night_20260912,v2fold3 [last+none],2026-09-12,,,,,8,fold-3/5,1788,5.973941830064721,10.001567795874378,9.836828849914452,8.604112825284517,,,,scored,,results/night_20260912/oof/v2fold3_last_none.json
night_20260912,fold4,2026-09-12,convnext_tiny,15a737e6d275,123,4,12/12,fold-4/5,1825,6.314790060802506,10.237493495921738,10.23629784422608,8.929527133650108,,,,done,,results/night_20260912/fold4
night_20260912,fold4 [best+flips],2026-09-12,,,,,11,fold-4/5,1825,6.3289495962884,10.238892325444402,10.204157000711545,8.923999640814783,,,,scored,,results/night_20260912/oof/fold4_best_flips.json
night_20260912,fold4 [best+none],2026-09-12,,,,,11,fold-4/5,1825,6.314634219397279,10.237397612555188,10.236313693956818,8.929448508636428,,,,scored,,results/night_20260912/oof/fold4_best_none.json
night_20260912,fold4 [last+flips],2026-09-12,,,,,12,fold-4/5,1825,6.332238567435302,10.242100326718719,10.206274930886714,8.926871275013578,,,,scored,,results/night_20260912/oof/fold4_last_flips.json
night_20260912,fold4 [last+none],2026-09-12,,,,,12,fold-4/5,1825,6.316933003660552,10.238231170139771,10.242372476512742,8.932512216771022,,,,scored,,results/night_20260912/oof/fold4_last_none.json
night_20260912,v2fold4,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,4,8/8,fold-4/5,1825,6.457767647945243,10.286517207246169,9.999284940118425,8.914523265103279,,,,done,,results/night_20260912/v2fold4
night_20260912,v2fold4 [last+flips],2026-09-12,,,,,8,fold-4/5,1825,6.413761033655682,10.283075506219452,9.994454354761688,8.89709696487894,,,,scored,,results/night_20260912/oof/v2fold4_last_flips.json
night_20260912,v2fold4 [last+none],2026-09-12,,,,,8,fold-4/5,1825,6.45776729300072,10.286523241937529,9.999347984360686,8.914546173099644,,,,scored,,results/night_20260912/oof/v2fold4_last_none.json
night_20260912,refit_seed123,2026-09-12,convnext_tiny,15a737e6d275,123,,12/12,none (all data),,,,,,,,,no-val,,results/night_20260912/refit_seed123
night_20260912,refit_seed42,2026-09-12,convnext_tiny,15a737e6d275,42,,12/12,none (all data),,,,,,,,,no-val,seeds correlate 0.994; a two-seed ensemble gains 0.02; nothing to average [do not rerun],results/night_20260912/refit_seed42
night_20260912,v2refit_seed123,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,123,,8/8,none (all data),,,,,,,,,no-val,,results/night_20260912/v2refit_seed123
night_20260912,v2refit_seed7,2026-09-12,timm:convnextv2_tiny.fcmae_ft_in22k_in1k,713a13f3f287,7,,8/8,none (all data),,,,,,,,,no-val,,results/night_20260912/v2refit_seed7
night_20260912,fold OOF over 5 folds [best+flips],2026-09-12,,,,,,oof9000,9000,6.333800044874484,10.326082217869889,10.20982834918505,8.956570203976474,,,,computed,,results/night_20260912/oof
night_20260912,fold OOF over 5 folds [best+none],2026-09-12,,,,,,oof9000,9000,6.35078292857902,10.349710881310521,10.225268299460687,8.975254036450076,,,,computed,,results/night_20260912/oof
night_20260912,fold OOF over 5 folds [last+flips],2026-09-12,,,,,,oof9000,9000,6.35240634880623,10.351635956428536,10.208167351866985,8.97073655236725,,,,computed,,results/night_20260912/oof
night_20260912,fold OOF over 5 folds [last+none],2026-09-12,,,,,,oof9000,9000,6.373031277511177,10.385941809192124,10.229411371779845,8.996128152827715,,,,computed,,results/night_20260912/oof
night_20260912,v2ens = candidate_1 (submitted slot 1),2026-09-12,"5x convnextv2_tiny (w 2), 5x convnext_tiny (w 1)",,,,,oof9000,9000,6.300003830682766,10.251465762825674,9.965193693191335,8.838887762233258,,,,computed,,results/night_20260912/candidate_manifest.json
night_20260912,v2fold OOF over 5 folds [last+flips],2026-09-12,,,,,,oof9000,9000,6.354538309794786,10.30199631876704,9.93012739437783,8.86222067431322,,,,computed,,results/night_20260912/oof
night_20260912,v2fold OOF over 5 folds [last+none],2026-09-12,,,,,,oof9000,9000,6.370637500396625,10.310041670815009,9.922049023378765,8.867576064863465,,,,computed,,results/night_20260912/oof
night_20260912,r3_e12,2026-09-12,convnext_tiny,15a737e6d275,123,,12/12,val892,892,6.06933631950684,11.726320062047943,10.022594455925285,9.272750279160023,,,,done,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/r3_e12
night_20260912,r3_seed123,2026-09-12,convnext_tiny,345830b4afd8,123,,20/20,val892,892,6.102271170748151,11.674214212685204,10.000674546559397,9.259053309997583,,,,done,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/r3_seed123
night_20260912,r3_seed123 [best+none],2026-09-12,,,,,9,val892,892,6.102345087093535,11.674139800254208,10.000598445235386,9.25902777752771,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/tta/r3_seed123_val_best.json
night_20260912,r3_seed123 [last+none],2026-09-12,,,,,20,val892,892,6.097606511157377,12.311144643330968,10.302174613562572,9.570308589350304,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/tta/r3_seed123_val_last.json
night_20260912,r3_seed42,2026-09-12,convnext_tiny,345830b4afd8,42,,20/20,val892,892,6.06794927819101,11.69236533280432,10.030338670803648,9.263551093932993,,,,done,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/r3_seed42
night_20260912,r3_seed42 [best+none],2026-09-12,,,,,11,val892,892,6.068055905872633,11.692369583441655,10.030213327571667,9.263546272295317,,,,scored,loses at the last epoch; V2 plateaus at epochs 7 to 8; 40 epochs is +0.046 worse than 8 [do not rerun],results/night_20260912/tta/r3_seed42_val_best.json
night_20260912,whole_huber [best+none],2026-09-12,,,,,8,val892,892,6.539606941439027,12.140627178858281,10.14867893753743,9.609637685944913,,,,scored,,results/night_20260912/tta/whole_huber_val_none.json
night_20260912,whole_relative [best+flips],2026-09-12,,,,,7,val892,892,6.539785336953745,11.937212449747442,10.083580092370164,9.520192626357117,,,,scored,,results/night_20260912/tta/whole_relative_val_flips.json
night_20260912,whole_relative [best+none],2026-09-12,,,,,7,val892,892,6.594813976580111,11.92169974684364,10.108747911957455,9.541753878460401,,,,scored,,results/night_20260912/tta/whole_relative_val_none.json
night_20260912,x_antialias,2026-09-12,convnext_tiny,d7a518cae666,123,,12/12,val892,892,6.076071943462634,11.762398593028882,10.007184461060032,9.28188499918385,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_antialias
night_20260912,x_crop06,2026-09-12,convnext_tiny,e81d8253a5ce,123,,12/12,val892,892,6.207085770757529,11.833786835775053,10.121468829778564,9.387447145437049,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_crop06
night_20260912,x_dinov2,2026-09-12,timm:vit_small_patch14_dinov2.lvd142m,bd5b073b57bd,123,,12/12,val892,892,8.3962508199181,12.54522486623733,10.516092895462657,10.485856193872694,,,,done,lose or tie on the 892 val split (9.29 to 12.75 vs 9.21 to 9.27) [do not rerun],results/night_20260912/x_dinov2
night_20260912,x_dp03,2026-09-12,convnext_tiny,8870f3b34036,123,,12/12,val892,892,6.137808254842927,11.75378996380605,10.006778641327907,9.299458953325628,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_dp03
night_20260912,x_half,2026-09-12,convnext_tiny,e8f630405751,123,,12/12,val892,892,6.246498947740639,11.77836532131885,10.052230066284253,9.35903144511458,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_half
night_20260912,x_highres,2026-09-12,convnext_tiny,518bc65b2341,123,,12/12,val892,892,6.04928955840879,11.739970029298812,9.970521300876475,9.253260296194691,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_highres
night_20260912,x_in12k,2026-09-12,timm:convnext_tiny.in12k_ft_in1k,5fb79a13d588,123,,12/12,val892,892,6.245613546397292,11.787213235073978,9.825179810614841,9.286002197362038,,,,done,lose or tie on the 892 val split (9.29 to 12.75 vs 9.21 to 9.27) [do not rerun],results/night_20260912/x_in12k
night_20260912,x_logspace,2026-09-12,convnext_tiny,8e8b279ee57e,123,,12/12,val892,892,6.078175276107135,11.817607163703638,10.006345851364548,9.300709430391775,,,,done,all within 0.05 of the baseline on 892 val (half the data costs 0.05 to 0.09) [do not rerun],results/night_20260912/x_logspace
